,att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,class
189,1.0,1.0,0.21,0.86,0.45,0.47,0.86,0.11,0.03,0.0,0.0,0.33,0.65,0.65,0.9900000000000002,0.96,1.0
190,0.38,1.0,0.04,0.73,0.0,0.29,0.33,0.0,0.78,0.03,1.0,0.39,0.8499999999999999,0.79,0.44,0.98,0.0
191,1.0,0.8399999999999999,0.49,0.78,0.79,0.39,0.8399999999999999,0.0,0.0,0.13,0.37,0.5,0.93,0.8499999999999999,0.18,1.0,1.0
192,0.24,0.97,0.55,0.6,0.77,0.22,0.21,0.0,0.0,0.31,0.51,0.62,1.0,0.95,0.3,1.0,1.0
193,0.59,1.0,0.12,0.74,0.0,0.32,0.31,0.0,0.8399999999999999,0.21,1.0,0.6,0.69,0.96,0.16,0.86,0.0
194,0.33,0.95,0.04,0.69,0.0,0.27,0.39,0.0,0.88,0.16,1.0,0.56,0.69,0.89,0.17,1.0,0.0
195,0.27,0.73,0.35,0.48,1.0,0.14,0.7,0.0,0.38,0.38,0.89,0.75,0.94,1.0,0.0,0.86,1.0
196,0.39,0.77,0.0,0.43,0.13,0.02,0.67,0.0,0.96,0.39,1.0,0.8399999999999999,0.54,1.0,0.05,0.76,0.0
197,0.67,0.79,0.33,0.62,1.0,0.3,0.71,0.0,0.43,0.32,0.87,0.68,0.93,1.0,0.0,0.79,1.0
198,0.39,0.76,0.74,0.4,0.8299999999999998,0.02,0.11,0.0,0.5,0.35,1.0,0.67,0.73,1.0,0.0,0.81,1.0
199,0.07,0.89,0.0,0.45,0.16,0.05,0.51,0.0,0.8399999999999999,0.2,1.0,0.61,0.8399999999999999,1.0,0.5,0.98,0.0
200,0.0,1.0,0.31,0.67,0.98,0.38,0.86,0.0,0.15,0.08,0.65,0.45,1.0,0.8399999999999999,0.26,0.86,1.0
201,0.31,0.93,0.0,0.56,0.08999999999999998,0.1,0.61,0.0,1.0,0.32,0.95,0.79,0.5,1.0,0.1,0.68,0.0
202,0.01,0.13,0.46,0.53,0.72,1.0,0.13,0.97,0.39,0.54,1.0,0.23,0.56,0.0,0.0,0.19,1.0
203,0.21,0.97,0.0,0.61,0.11,0.14,0.6,0.0,1.0,0.3,0.92,0.78,0.49,1.0,0.23,0.76,0.0
204,0.49,0.91,0.14,0.65,0.0,0.31,0.18,0.0,0.81,0.06,1.0,0.38,0.86,0.72,0.49,1.0,0.0
205,1.0,0.8199999999999998,0.39,1.0,0.16,0.71,0.56,0.38,0.68,0.02,0.0,0.0,0.21,0.34,0.93,0.55,1.0
206,0.0,0.78,0.4,1.0,0.97,0.78,0.69,0.39,0.44,0.0,1.0,0.07,0.35,0.37,0.22,0.73,1.0
207,0.6,0.65,0.95,1.0,1.0,0.76,0.67,0.38,0.37,0.0,0.76,0.08,0.57,0.44,0.0,0.62,1.0
208,0.48,1.0,0.15,0.75,0.0,0.38,0.12,0.03,0.52,0.0,0.86,0.24,1.0,0.6,0.76,0.91,0.0
209,0.87,0.8,0.54,1.0,0.24,0.68,0.61,0.34,0.37,0.0,0.0,0.19,0.52,0.48,1.0,0.8,1.0
210,0.94,0.8199999999999998,0.45,1.0,0.01,0.63,0.0,0.08999999999999998,0.53,0.0,1.0,0.3,0.97,0.8499999999999999,0.47,0.97,0.0
211,0.6,0.8199999999999998,0.21,0.74,0.0,0.25,0.34,0.0,0.8199999999999998,0.27,1.0,0.75,0.54,1.0,0.14,0.75,0.0
212,0.17,0.8199999999999998,0.03,0.39,0.3,0.0,0.81,0.08,1.0,0.49,0.74,0.9,0.24,1.0,0.0,0.61,0.0
213,0.1,0.73,0.0,0.38,0.26,0.0,0.75,0.12,1.0,0.52,0.89,0.95,0.39,1.0,0.03,0.67,0.0
214,0.57,0.53,1.0,0.8499999999999999,0.62,1.0,0.51,0.61,0.79,0.24,0.29,0.0,0.0,0.3,0.61,0.56,1.0
215,0.97,1.0,0.41,0.81,0.14,0.13,0.71,0.23,1.0,0.8499999999999999,0.77,0.8499999999999999,0.47,0.53,0.0,0.0,0.0
216,0.38,1.0,0.01,0.7,0.0,0.27,0.4,0.0,0.88,0.17,1.0,0.59,0.66,0.9,0.17,0.76,0.0
217,0.0,0.24,0.43,0.59,0.64,1.0,0.18,0.94,0.67,0.61,1.0,0.23,0.43,0.0,0.07,0.29,1.0
218,0.62,0.77,0.24,1.0,0.01,0.71,0.41,0.36,0.5,0.0,0.0,0.22,0.42,0.55,1.0,0.74,1.0
219,0.21,0.73,0.12,0.31,0.4,0.0,0.81,0.18,1.0,0.55,0.8199999999999998,0.94,0.37,1.0,0.0,0.75,0.0
220,0.2,0.86,0.0,0.73,0.8199999999999998,0.8499999999999999,0.35,1.0,0.19,0.45,0.3,0.0,1.0,0.33,0.24,0.54,1.0
221,0.44,0.93,0.04,0.8299999999999998,0.43,0.42,0.4,0.0,0.0,0.16,0.48,0.52,1.0,0.86,0.49,1.0,1.0
222,0.11,0.8299999999999998,0.0,0.38,0.21,0.0,0.71,0.01,1.0,0.37,0.87,0.8,0.41,1.0,0.05,0.71,0.0
223,0.05,0.77,0.0,0.64,0.21,0.05,0.71,0.0,1.0,0.49,0.67,1.0,0.19,0.93,0.13,0.28,0.0
224,0.2,0.62,0.15,0.17,0.58,0.0,0.9900000000000002,0.2,1.0,0.65,0.69,1.0,0.23,0.98,0.0,0.6,0.0
225,0.43,0.8399999999999999,0.0,0.77,0.48,0.37,0.28,0.0,0.01,0.25,0.68,0.57,1.0,0.97,0.21,1.0,1.0
226,0.3,1.0,0.03,0.68,0.0,0.25,0.36,0.0,0.81,0.1,1.0,0.48,0.66,0.75,0.21,0.63,0.0
227,0.59,0.8199999999999998,0.11,0.67,1.0,0.65,0.54,1.0,0.4,0.48,0.0,0.22,0.6,0.0,0.43,0.52,1.0
228,0.08999999999999998,0.45,0.3,0.1,0.65,0.0,0.95,0.3,1.0,0.72,0.72,1.0,0.32,0.88,0.0,0.61,0.0
229,0.11,0.23,0.44,0.0,0.87,0.15,1.0,0.5,0.8299999999999998,0.8399999999999999,0.41,1.0,0.0,0.8,0.02,0.46,0.0
230,0.47,0.89,0.2,0.55,0.36,0.06,0.8,0.0,1.0,0.45,0.77,0.9,0.32,1.0,0.0,0.67,0.0
231,0.66,0.74,0.23,1.0,0.14,0.69,0.64,0.36,0.47,0.0,0.0,0.23,0.35,0.6,1.0,0.87,1.0
232,1.0,0.96,0.47,0.92,0.36,0.58,0.58,0.2,0.17,0.0,0.0,0.33,0.27,0.69,0.65,1.0,1.0
233,0.01,0.76,0.0,0.42,0.16,0.0,0.65,0.02,1.0,0.35,0.95,0.79,0.5,1.0,0.03,0.8399999999999999,0.0
234,0.28,0.6,0.15,1.0,1.0,0.98,0.74,0.5,0.21,0.06,0.76,0.0,0.23,0.43,0.0,0.87,1.0
235,0.06,0.36,0.6,0.64,0.74,1.0,0.19,0.8299999999999998,0.62,0.51,1.0,0.18,0.4,0.0,0.0,0.28,1.0
236,0.54,0.8299999999999998,0.11,0.68,0.44,0.32,0.3,0.0,0.0,0.27,0.49,0.59,1.0,0.9,0.21,1.0,1.0
237,0.4,0.8199999999999998,0.0,0.48,0.08,0.0,0.65,0.05,1.0,0.45,0.9900000000000002,0.93,0.45,1.0,0.05,0.64,0.0
238,0.61,1.0,0.0,0.7,0.54,0.38,1.0,0.05,0.13,0.0,0.34,0.36,0.87,0.71,0.36,0.8399999999999999,1.0
239,0.07,0.61,0.75,0.35,0.72,0.0,0.0,0.07,0.42,0.41,1.0,0.72,0.79,1.0,0.14,0.75,1.0
240,0.9,0.66,0.49,1.0,0.0,0.72,0.67,0.4,1.0,0.0,0.25,0.11,0.34,0.55,0.8399999999999999,0.93,1.0
241,0.59,1.0,0.12,0.74,0.0,0.34,0.29,0.0,0.81,0.21,1.0,0.59,0.91,0.98,0.35,0.8299999999999998,0.0
242,0.3,0.96,0.0,0.66,0.11,0.08,0.66,0.0,1.0,0.47,0.79,1.0,0.28,0.81,0.31,0.3,0.0
243,0.11,0.7,0.0,0.31,0.32,0.0,0.89,0.08999999999999998,1.0,0.47,0.78,0.8399999999999999,0.27,1.0,0.02,0.66,0.0
244,0.67,0.97,0.19,0.74,0.0,0.3,0.34,0.0,0.79,0.32,1.0,0.76,0.58,1.0,0.1,0.73,0.0
245,0.1,1.0,0.01,0.66,0.0,0.19,0.4,0.0,0.8399999999999999,0.28,1.0,0.72,0.59,0.98,0.07,0.88,0.0
246,0.66,0.98,0.24,0.78,0.0,0.35,0.24,0.0,0.74,0.2,1.0,0.61,0.79,1.0,0.29,0.92,0.0
247,0.68,0.96,0.2,0.8399999999999999,0.0,0.42,0.17,0.0,0.74,0.01,1.0,0.4,0.88,0.8399999999999999,0.36,1.0,0.0
248,0.22,0.98,0.0,0.75,0.04,0.18,0.55,0.0,1.0,0.36,0.8399999999999999,0.89,0.34,1.0,0.21,0.46,0.0
249,0.73,0.9,0.24,0.77,0.0,0.39,0.2,0.0,0.73,0.02,1.0,0.4,0.97,0.81,0.52,1.0,0.0
250,0.66,0.98,0.55,0.7,0.98,0.68,1.0,1.0,0.57,0.92,0.33,0.62,0.16,0.31,0.0,0.0,0.0
251,0.14,0.9900000000000002,0.16,0.67,0.67,0.33,0.74,0.0,0.0,0.17,0.44,0.48,1.0,0.77,0.39,1.0,1.0
252,0.32,1.0,0.12,0.93,0.0,0.46,0.22,0.04,0.72,0.0,1.0,0.38,0.8499999999999999,0.8199999999999998,0.34,0.92,0.0
253,0.26,0.86,0.2,0.43,0.37,0.0,0.87,0.12,1.0,0.56,0.74,0.95,0.22,1.0,0.0,0.6,0.0
254,0.4,0.81,0.05,0.6,0.08,0.02,0.62,0.0,1.0,0.44,0.92,0.9900000000000002,0.38,1.0,0.0,0.55,0.0
255,0.21,0.71,0.0,0.33,0.22,0.0,0.72,0.1,1.0,0.44,0.93,0.8399999999999999,0.47,1.0,0.01,0.8199999999999998,0.0
256,0.43,0.8199999999999998,0.8499999999999999,0.44,1.0,0.03,0.17,0.0,0.0,0.34,0.62,0.64,0.9,1.0,0.07,0.95,1.0
257,0.61,0.96,0.46,0.68,0.71,0.22,0.11,0.0,0.0,0.34,0.67,0.63,1.0,1.0,0.25,0.93,1.0
258,0.32,0.98,0.08,0.71,0.56,0.25,0.28,0.0,0.0,0.42,0.77,0.69,1.0,1.0,0.15,0.92,1.0
259,0.0,0.66,0.48,1.0,1.0,0.8299999999999998,0.69,0.41,0.37,0.0,0.81,0.26,0.76,0.69,0.08,0.93,1.0
260,0.36,0.8199999999999998,0.0,0.68,0.04,0.21,0.48,0.0,0.92,0.24,1.0,0.7,0.61,1.0,0.23,0.76,0.0
261,1.0,1.0,0.53,0.77,0.2,0.4,0.13,0.0,0.65,0.15,0.94,0.51,0.56,0.78,0.0,0.78,0.0
262,0.41,0.9,0.0,0.68,0.08999999999999998,0.08999999999999998,0.57,0.0,1.0,0.3,0.91,0.8399999999999999,0.45,1.0,0.05,0.73,0.0
263,0.8299999999999998,0.96,0.2,0.81,0.67,0.41,0.54,0.0,0.0,0.27,0.65,0.62,1.0,1.0,0.15,0.93,1.0
264,0.19,0.66,0.03,0.28,0.34,0.0,0.77,0.13,1.0,0.51,0.78,0.89,0.34,1.0,0.0,0.76,0.0
265,0.49,0.62,0.71,1.0,1.0,0.81,0.8299999999999998,0.39,0.57,0.01,0.78,0.0,0.51,0.33,0.0,0.49,1.0
266,0.26,1.0,0.21,0.65,0.91,0.32,0.66,0.0,0.38,0.25,0.91,0.61,1.0,0.9900000000000002,0.0,0.98,1.0
267,0.15,1.0,0.0,0.68,0.06,0.23,0.41,0.0,0.8,0.05,1.0,0.42,0.8,0.8,0.42,0.94,0.0
268,0.49,1.0,0.16,0.63,0.0,0.17,0.36,0.0,0.79,0.22,1.0,0.66,0.63,0.9,0.23,0.69,0.0
269,0.44,0.75,0.21,0.38,0.0,0.0,0.18,0.28,0.56,0.6,1.0,0.9,0.8199999999999998,1.0,0.28,0.81,1.0
270,0.8199999999999998,1.0,0.0,0.8499999999999999,0.67,0.49,1.0,0.1,0.06,0.0,0.12,0.41,0.8199999999999998,0.77,0.69,0.9900000000000002,1.0
271,0.08999999999999998,0.63,0.66,0.39,0.77,0.0,0.0,0.04,0.41,0.41,1.0,0.75,0.77,1.0,0.0,0.77,1.0
272,0.71,1.0,0.29,0.69,0.0,0.32,0.24,0.0,0.76,0.18,1.0,0.56,0.8499999999999999,0.95,0.31,0.98,0.0
273,0.42,0.78,0.56,0.78,1.0,0.38,0.5,0.0,0.08,0.2,0.58,0.6,0.94,1.0,0.0,0.89,1.0
274,1.0,0.75,0.95,1.0,0.24,0.81,0.38,0.44,0.69,0.08,0.0,0.0,0.45,0.33,0.96,0.64,1.0
275,0.72,0.97,0.23,0.8,0.0,0.37,0.22,0.0,0.76,0.18,1.0,0.61,0.79,1.0,0.24,0.93,0.0
276,0.35,0.9,0.24,0.61,1.0,1.0,0.12,0.8399999999999999,0.0,0.29,0.49,0.0,0.96,0.57,0.07,0.28,1.0
277,0.27,0.97,0.0,0.57,0.06,0.14,0.58,0.0,1.0,0.3,1.0,0.72,0.57,1.0,0.11,0.74,0.0
278,0.17,1.0,0.0,0.6,0.12,0.16,0.59,0.0,1.0,0.27,0.95,0.7,0.51,0.93,0.15,0.63,0.0
279,0.7,0.98,0.0,0.9900000000000002,0.36,0.48,0.93,0.0,0.04,0.0,0.16,0.46,1.0,0.79,0.48,1.0,1.0
280,0.22,0.9900000000000002,0.07,0.64,0.0,0.25,0.36,0.0,0.8299999999999998,0.27,1.0,0.64,0.76,1.0,0.19,0.95,0.0
281,0.26,1.0,0.03,0.75,0.0,0.35,0.25,0.03,0.7,0.0,1.0,0.29,0.86,0.66,0.48,0.88,0.0
282,0.03,0.95,0.0,0.47,0.13,0.02,0.6,0.0,0.98,0.28,1.0,0.74,0.62,1.0,0.18,0.92,0.0
283,0.73,0.91,0.21,0.8499999999999999,0.5,0.37,0.46,0.0,0.0,0.24,0.54,0.63,1.0,1.0,0.3,0.78,1.0
284,0.67,0.96,0.2,1.0,0.21,0.59,0.41,0.2,0.11,0.0,0.0,0.35,0.48,0.65,1.0,0.93,1.0
285,0.65,1.0,0.22,0.75,0.0,0.36,0.22,0.0,0.73,0.08,1.0,0.45,0.8399999999999999,0.86,0.37,0.9900000000000002,0.0
286,0.36,0.8199999999999998,0.45,0.6,0.81,1.0,0.0,0.7,0.19,0.45,0.25,0.0,1.0,0.37,0.04,0.32,1.0
287,0.04,0.11,0.46,0.53,0.76,1.0,0.24,0.98,0.41,0.53,1.0,0.24,0.57,0.0,0.0,0.15,1.0
288,0.8499999999999999,1.0,0.19,0.76,1.0,0.62,0.47,0.97,0.26,0.5,0.0,0.18,0.81,0.0,0.48,0.43,1.0
289,0.25,1.0,0.02,0.74,0.05,0.23,0.51,0.0,1.0,0.2,0.98,0.71,0.55,0.9900000000000002,0.0,0.96,0.0
290,1.0,0.75,0.47,1.0,0.0,0.79,0.49,0.41,0.66,0.0,0.03,0.25,0.27,0.66,0.98,0.91,1.0
291,0.21,0.8299999999999998,0.0,0.65,0.0,0.28,0.35,0.0,0.8399999999999999,0.17,1.0,0.53,0.8399999999999999,0.88,0.3,1.0,0.0
292,0.76,0.93,0.28,0.69,1.0,0.75,0.34,1.0,0.38,0.41,0.0,0.0,0.72,0.12,0.21,0.52,1.0
293,0.36,0.92,0.07,0.8299999999999998,0.0,0.37,0.26,0.0,0.77,0.06,1.0,0.46,0.8399999999999999,0.89,0.36,1.0,0.0
294,0.44,0.73,0.77,1.0,1.0,0.68,0.78,0.28,0.68,0.0,1.0,0.33,0.56,0.51,0.0,0.53,1.0
295,0.11,0.5,0.0,0.16,0.38,0.0,0.79,0.08,1.0,0.46,0.76,0.8399999999999999,0.37,1.0,0.0,0.8399999999999999,0.0
296,0.23,0.96,0.05,0.56,0.0,0.15,0.41,0.0,0.8299999999999998,0.25,1.0,0.63,0.81,1.0,0.34,0.98,0.0
297,0.31,1.0,0.0,0.8199999999999998,0.47,0.46,0.97,0.12,0.44,0.0,0.31,0.33,0.95,0.61,1.0,0.91,1.0
298,0.42,0.96,0.1,0.64,0.0,0.22,0.44,0.0,0.92,0.23,1.0,0.65,0.64,0.9900000000000002,0.08,1.0,0.0
299,0.11,0.17,0.54,0.54,0.9900000000000002,0.92,0.42,1.0,0.31,0.64,1.0,0.35,0.75,0.0,0.0,0.13,1.0
300,0.17,0.69,0.0,0.27,0.42,0.0,0.92,0.13,1.0,0.58,0.63,0.95,0.11,1.0,0.0,0.62,0.0
301,0.8299999999999998,1.0,0.18,0.88,0.37,0.43,0.61,0.0,0.0,0.2,0.53,0.56,1.0,0.91,0.22,0.97,1.0
302,0.13,0.71,0.0,0.35,0.19,0.0,0.67,0.08,1.0,0.38,0.96,0.78,0.55,1.0,0.14,0.8199999999999998,0.0
303,0.73,1.0,0.0,0.91,0.49,0.63,1.0,0.31,0.58,0.0,0.16,0.28,0.45,0.69,0.3,0.98,1.0
304,0.11,0.78,0.0,0.36,0.25,0.0,0.68,0.05,1.0,0.37,0.96,0.8299999999999998,0.57,1.0,0.2,0.8,0.0
305,0.26,0.92,0.0,0.54,0.13,0.12,0.63,0.0,0.9900000000000002,0.3,1.0,0.74,0.61,1.0,0.13,0.8,0.0
306,1.0,0.78,0.43,1.0,0.02,0.72,0.51,0.35,0.46,0.0,0.0,0.24,0.5,0.58,0.76,0.9,1.0
307,1.0,0.97,0.4,1.0,0.0,0.65,0.35,0.27,0.39,0.0,0.4,0.38,0.87,0.73,0.87,1.0,1.0
308,0.01,0.66,0.0,0.25,0.39,0.0,0.8399999999999999,0.08,1.0,0.53,0.75,0.95,0.32,1.0,0.12,0.59,0.0
309,0.03,0.77,0.0,0.37,0.34,0.0,0.8399999999999999,0.19,1.0,0.64,0.66,1.0,0.2,0.71,0.22,0.25,0.0
310,0.62,0.8299999999999998,0.21,0.69,0.0,0.33,0.25,0.01,0.68,0.0,1.0,0.29,0.97,0.7,0.67,1.0,0.0
311,0.4,0.9,0.0,0.69,0.01,0.24,0.45,0.0,0.88,0.27,1.0,0.71,0.61,1.0,0.15,0.76,0.0
312,0.25,0.8499999999999999,0.68,0.51,0.91,0.13,0.16,0.0,0.5,0.33,1.0,0.65,0.79,1.0,0.0,0.89,1.0
313,0.28,0.8199999999999998,0.0,0.39,0.3,0.0,0.8,0.05,1.0,0.54,0.7,0.9900000000000002,0.22,1.0,0.07,0.5,0.0
314,0.35,0.8299999999999998,0.18,0.81,0.0,0.4,0.21,0.04,0.69,0.0,1.0,0.28,0.91,0.71,0.57,1.0,0.0
315,0.95,1.0,0.33,0.81,0.0,0.42,0.02,0.0,0.68,0.05,1.0,0.45,0.97,0.86,0.36,0.73,0.0
316,0.03,0.57,0.8299999999999998,0.7,1.0,1.0,0.06,0.8499999999999999,0.2,0.52,0.71,0.2,0.0,0.0,0.37,0.32,1.0
317,0.03,0.88,0.0,0.51,0.16,0.1,0.64,0.0,0.98,0.34,1.0,0.76,0.56,1.0,0.05,0.8499999999999999,0.0
318,0.76,0.97,0.64,0.62,1.0,0.15,0.14,0.0,0.0,0.35,0.9,0.59,0.98,1.0,0.0,0.98,1.0
319,0.86,0.9,0.28,1.0,0.0,0.52,0.46,0.04,0.26,0.0,0.25,0.51,1.0,0.8299999999999998,0.73,0.9900000000000002,1.0
320,0.31,0.9900000000000002,0.01,0.59,0.0,0.02,0.62,0.0,1.0,0.47,0.76,1.0,0.2,0.8299999999999998,0.12,0.28,0.0
321,0.98,0.98,0.34,0.96,0.08,0.59,0.63,0.27,0.34,0.0,0.0,0.32,0.42,0.7,1.0,1.0,1.0
322,0.4,1.0,0.03,0.69,0.0,0.25,0.44,0.0,0.91,0.26,1.0,0.69,0.6,1.0,0.08,0.8399999999999999,0.0
323,0.8,0.71,0.59,1.0,0.18,0.73,0.44,0.34,0.5,0.0,0.0,0.2,0.46,0.5,1.0,0.74,1.0
324,0.73,0.8499999999999999,0.31,0.65,0.0,0.0,0.52,0.08999999999999998,1.0,0.57,0.8199999999999998,1.0,0.81,0.78,0.38,0.25,0.0
325,0.13,0.9900000000000002,0.0,0.59,0.1,0.17,0.62,0.0,1.0,0.3,0.87,0.72,0.41,1.0,0.0,0.75,0.0
326,0.77,0.57,0.87,1.0,0.0,0.95,0.43,0.55,1.0,0.15,0.4,0.0,0.28,0.45,0.86,0.8499999999999999,1.0
327,0.04,1.0,0.23,0.65,0.89,0.36,1.0,0.0,0.2,0.08,0.32,0.49,0.79,0.8499999999999999,0.0,0.89,1.0
328,0.35,1.0,0.05,0.67,0.0,0.26,0.38,0.0,0.88,0.14,1.0,0.53,0.68,0.87,0.17,0.8399999999999999,0.0
329,0.36,0.98,0.08,0.67,0.0,0.21,0.4,0.0,0.8499999999999999,0.29,1.0,0.72,0.59,1.0,0.15,0.75,0.0
330,0.17,0.96,0.0,0.63,0.06,0.2,0.5,0.0,0.95,0.22,1.0,0.64,0.71,1.0,0.25,0.86,0.0
331,0.0,0.86,0.35,0.67,0.98,0.33,0.81,0.0,0.24,0.22,0.74,0.6,1.0,1.0,0.15,0.9900000000000002,1.0
332,0.1,0.8,0.12,0.37,0.38,0.0,0.9,0.04,1.0,0.44,0.72,0.8199999999999998,0.24,1.0,0.0,0.62,0.0
333,0.17,0.98,0.0,0.47,0.31,0.03,0.8399999999999999,0.0,1.0,0.5,0.71,0.98,0.23,1.0,0.03,0.52,0.0
334,0.18,0.26,0.43,0.0,0.77,0.05,1.0,0.43,0.88,0.86,0.55,1.0,0.21,0.88,0.0,0.52,0.0
335,1.0,0.9900000000000002,0.43,1.0,0.08,0.68,0.38,0.32,0.25,0.0,0.0,0.3,0.41,0.63,0.95,0.86,1.0
336,0.43,0.97,0.03,0.69,0.0,0.2,0.43,0.0,0.88,0.23,1.0,0.7,0.62,1.0,0.14,0.8399999999999999,0.0
337,0.2,0.71,0.06,0.34,0.44,0.0,0.95,0.19,1.0,0.62,0.69,1.0,0.15,0.92,0.0,0.51,0.0
338,0.23,1.0,0.13,0.7,0.66,0.36,0.33,0.0,0.0,0.25,0.59,0.58,1.0,0.96,0.28,0.97,1.0
339,1.0,0.89,0.4,0.8299999999999998,0.63,0.4,0.8399999999999999,0.0,0.0,0.07,0.53,0.53,0.8,1.0,0.03,0.78,1.0
340,0.48,1.0,0.15,0.8299999999999998,0.0,0.39,0.23,0.01,0.71,0.0,1.0,0.34,0.86,0.77,0.44,0.98,0.0
341,0.44,0.94,0.06,0.74,0.0,0.28,0.35,0.0,0.78,0.13,1.0,0.53,0.76,0.91,0.32,1.0,0.0
342,0.2,0.8499999999999999,0.0,0.61,0.18,0.22,0.5,0.0,0.86,0.11,1.0,0.51,0.79,0.87,0.45,1.0,0.0
343,0.31,1.0,0.02,0.66,0.0,0.27,0.34,0.0,0.78,0.2,1.0,0.58,0.8299999999999998,0.95,0.33,0.98,0.0
344,0.8299999999999998,0.95,0.0,0.86,0.56,0.49,1.0,0.13,0.17,0.0,0.48,0.4,0.9900000000000002,0.79,0.37,1.0,1.0
345,0.0,1.0,0.01,0.58,0.2,0.17,0.58,0.0,0.94,0.19,1.0,0.64,0.69,0.92,0.28,0.9,0.0
346,0.7,0.92,0.12,0.52,0.26,0.0,1.0,0.43,0.88,1.0,0.13,0.58,0.61,0.68,0.0,0.11,0.0
347,0.8199999999999998,0.96,0.63,0.62,1.0,0.25,0.45,0.0,0.18,0.32,0.77,0.65,0.97,1.0,0.0,0.98,1.0
348,0.48,1.0,0.0,0.43,0.39,0.0,1.0,0.52,0.54,0.87,0.18,0.48,0.74,0.78,0.19,0.19,0.0
349,0.18,0.68,0.5,0.54,1.0,0.19,0.3,0.0,0.24,0.35,0.8399999999999999,0.68,0.9,1.0,0.0,0.8399999999999999,1.0
350,0.38,0.94,0.04,0.63,0.0,0.2,0.41,0.0,0.8399999999999999,0.19,1.0,0.6,0.77,0.98,0.32,1.0,0.0
351,0.18,0.59,0.08999999999999998,0.22,0.51,0.0,0.96,0.21,1.0,0.63,0.72,1.0,0.22,0.93,0.0,0.55,0.0
352,0.64,0.93,0.25,0.56,0.0,0.08999999999999998,0.37,0.0,0.78,0.35,1.0,0.81,0.61,1.0,0.18,0.7,0.0
353,0.14,0.7,0.58,0.36,0.28,0.0,0.0,0.3,0.48,0.66,1.0,1.0,0.46,0.95,0.22,0.55,1.0
354,0.7,1.0,0.25,0.75,0.0,0.34,0.25,0.0,0.73,0.22,1.0,0.62,0.75,0.98,0.23,0.93,0.0
355,0.8,0.8399999999999999,0.11,1.0,0.19,0.64,1.0,0.35,0.88,0.0,0.0,0.15,0.42,0.52,0.9900000000000002,0.88,1.0
356,0.46,0.8399999999999999,0.65,0.46,0.65,0.08999999999999998,0.0,0.0,0.3,0.29,0.8399999999999999,0.57,1.0,0.94,0.44,1.0,1.0
357,0.6,0.8,0.12,0.5,0.03,0.0,0.57,0.1,0.97,0.5,1.0,1.0,0.46,0.92,0.0,0.59,0.0
358,0.38,0.81,0.92,1.0,1.0,0.66,0.65,0.33,0.37,0.0,1.0,0.2,0.67,0.51,0.0,0.72,1.0
359,0.65,0.66,0.61,1.0,0.13,0.67,0.76,0.34,0.9,0.0,0.0,0.05,0.32,0.44,1.0,0.75,1.0
360,0.36,0.86,0.3,0.7,0.78,0.35,0.55,0.0,0.0,0.21,0.62,0.53,1.0,0.89,0.08999999999999998,1.0,1.0
361,0.6,1.0,0.14,0.67,1.0,0.55,0.8,0.98,0.39,0.56,0.0,0.13,0.8,0.0,0.5,0.45,1.0
362,0.23,0.97,0.0,0.53,0.2,0.06,0.66,0.0,1.0,0.35,0.98,0.8399999999999999,0.53,1.0,0.08999999999999998,0.81,0.0
363,0.98,1.0,0.31,0.97,0.48,0.6,0.72,0.23,0.16,0.0,0.0,0.3,0.47,0.62,1.0,0.92,1.0
364,0.07,0.59,0.0,0.25,0.35,0.0,0.76,0.0,1.0,0.35,0.8,0.76,0.44,1.0,0.05,0.88,0.0
365,0.27,0.88,0.02,0.49,0.13,0.01,0.7,0.0,1.0,0.43,0.93,0.91,0.35,1.0,0.0,0.63,0.0
366,0.34,0.8399999999999999,0.08999999999999998,0.64,0.0,0.25,0.41,0.0,0.88,0.27,1.0,0.67,0.68,1.0,0.12,0.8499999999999999,0.0
367,0.05,0.92,0.8199999999999998,1.0,1.0,0.67,0.57,0.32,0.12,0.0,0.8,0.11,0.7,0.46,0.0,0.66,1.0
368,0.32,0.92,0.21,0.49,0.32,0.04,0.79,0.0,1.0,0.41,0.81,0.8199999999999998,0.33,1.0,0.0,0.66,0.0
369,0.0,0.67,0.38,0.66,0.62,0.3,0.38,0.0,0.08,0.3,0.45,0.63,1.0,0.9,0.58,1.0,1.0
370,0.19,0.91,0.0,0.52,0.1,0.1,0.63,0.0,0.9900000000000002,0.32,1.0,0.75,0.56,1.0,0.07,0.8,0.0
371,0.48,0.91,0.2,0.6,0.0,0.28,0.18,0.0,0.66,0.15,0.9,0.45,1.0,0.79,0.69,1.0,0.0
372,0.58,0.95,0.6,0.64,1.0,0.32,0.8299999999999998,0.0,0.17,0.2,0.62,0.51,0.69,0.8499999999999999,0.0,1.0,1.0
373,0.15,0.92,0.0,0.96,0.38,0.47,0.79,0.0,0.04,0.08,0.46,0.58,1.0,1.0,0.12,0.86,1.0
374,0.16,0.74,0.0,0.28,0.37,0.0,0.81,0.23,1.0,0.68,0.65,1.0,0.18,0.88,0.0,0.45,0.0
375,0.8,0.5,0.77,0.96,0.21,1.0,0.58,0.55,0.77,0.08999999999999998,0.0,0.0,0.24,0.46,1.0,0.8199999999999998,1.0
376,0.0,0.69,0.49,0.35,0.63,0.0,0.01,0.06,0.41,0.41,1.0,0.72,0.9900000000000002,1.0,0.19,0.76,1.0
