,att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,class
832,0.322314,0.253333,0.108434,0.041411,0.074751,0.059028,0.315668,0.13129,0.310078,0.162921,0.405797,0.5,1.0
833,0.280992,0.08,0.204819,0.032209,0.038206,0.166667,0.334101,0.055716,0.341085,0.095506,0.681159,0.666667,1.0
834,0.181818,0.08,0.156627,0.216258,0.059801,0.180556,0.274194,0.216985,0.209302,0.264045,0.202899,0.5,1.0
835,0.214876,0.08666699999999998,0.126506,0.069018,0.146179,0.069444,0.228111,0.130904,0.271318,0.134831,0.231884,0.333333,0.0
836,0.214876,0.186667,0.319277,0.02454,0.36711,0.0625,0.06682,0.121265,0.503876,0.398876,0.637681,0.5,1.0
837,0.297521,0.1,0.228916,0.122699,0.071429,0.138889,0.331797,0.158666,0.263566,0.134831,0.333333,0.333333,0.0
838,0.396694,0.166667,0.204819,0.171779,0.083056,0.142361,0.539171,0.225757,0.348837,0.168539,0.289855,0.5,1.0
839,0.239669,0.146667,0.174699,0.033742,0.026578,0.125,0.232719,0.08637,0.457364,0.230337,0.478261,0.666667,1.0
840,0.330579,0.533333,0.0,0.030675,0.147841,0.083333,0.140553,0.186813,0.372093,0.258427,0.26087,0.333333,0.0
841,0.305785,0.066667,0.433735,0.138037,0.049834,0.180556,0.334101,0.210334,0.24031,0.134831,0.130435,0.333333,0.0
842,0.198347,0.206667,0.144578,0.064417,0.046512,0.152778,0.304147,0.08926199999999998,0.395349,0.117978,0.463768,0.666667,1.0
843,0.305785,0.366667,0.162651,0.021472,0.122924,0.055556,0.195853,0.174475,0.418605,0.202247,0.26087,0.5,1.0
844,0.247934,0.08,0.216867,0.015337,0.031561,0.020833,0.092166,0.089454,0.379845,0.213483,0.42029,0.5,1.0
845,0.256198,0.106667,0.198795,0.064417,0.051495,0.052083,0.288018,0.12512,0.418605,0.235955,0.391304,0.5,1.0
846,0.289256,0.34,0.156627,0.101227,0.101329,0.118056,0.264977,0.211876,0.503876,0.151685,0.202899,0.333333,0.0
847,0.214876,0.32,0.090361,0.018405,0.114618,0.055556,0.135945,0.112396,0.472868,0.213483,0.362319,0.5,1.0
848,0.247934,0.113333,0.168675,0.067485,0.043189,0.142361,0.276498,0.06497,0.310078,0.08988799999999998,0.666667,0.666667,1.0
849,0.31405,0.08,0.156627,0.064417,0.039867,0.08680599999999998,0.16129,0.070368,0.20155,0.151685,0.623188,0.666667,1.0
850,0.31405,0.213333,0.174699,0.019939,0.114618,0.097222,0.138249,0.192597,0.565891,0.207865,0.217391,0.5,1.0
851,0.347107,0.226667,0.216867,0.067485,0.046512,0.114583,0.218894,0.094274,0.317829,0.196629,0.623188,0.666667,1.0
852,0.264463,0.08666699999999998,0.168675,0.124233,0.059801,0.125,0.497696,0.159823,0.410853,0.179775,0.347826,0.5,1.0
853,0.289256,0.07333299999999998,0.162651,0.203988,0.079734,0.152778,0.343318,0.211297,0.170543,0.106742,0.115942,0.833333,1.0
854,0.512397,0.433333,0.259036,0.026074,0.083056,0.048611,0.057604,0.182957,0.333333,0.196629,0.434783,0.333333,0.0
855,0.247934,0.5,0.054217,0.018405,0.107973,0.010417,0.043779,0.158666,0.511628,0.129213,0.231884,0.333333,0.0
856,0.173554,0.16,0.120482,0.211656,0.068106,0.097222,0.317972,0.184114,0.403101,0.106742,0.333333,0.5,1.0
857,0.404959,0.466667,0.307229,0.016871,0.674419,0.038194,0.138249,0.175824,0.217054,0.533708,0.173913,0.333333,0.0
858,0.22314,0.233333,0.186747,0.046012,0.061462,0.0625,0.315668,0.059958,0.333333,0.067416,0.57971,0.833333,1.0
859,0.190083,0.153333,0.156627,0.02454,0.069767,0.09375,0.370968,0.105842,0.503876,0.140449,0.347826,0.5,1.0
860,0.322314,0.273333,0.156627,0.019939,0.08803999999999998,0.027778,0.057604,0.182957,0.51938,0.235955,0.231884,0.333333,0.0
861,0.421488,0.34,0.23494,0.026074,0.142857,0.013889,0.036866,0.221515,0.503876,0.202247,0.333333,0.333333,0.0
862,0.421488,0.233333,0.271084,0.019939,0.071429,0.017361,0.023041,0.148255,0.488372,0.269663,0.652174,0.5,1.0
863,0.305785,0.106667,0.186747,0.191718,0.068106,0.08680599999999998,0.400922,0.226142,0.255814,0.174157,0.15942,0.5,1.0
864,0.231405,0.16,0.13253,0.246933,0.061462,0.128472,0.292627,0.20802,0.387597,0.252809,0.347826,0.5,1.0
865,0.297521,0.24,0.120482,0.167178,0.066445,0.149306,0.347926,0.209948,0.426357,0.123596,0.144928,0.333333,0.0
866,0.206612,0.206667,0.048193,0.016871,0.094684,0.006944,0.032258,0.159823,0.48062,0.202247,0.202899,0.333333,0.0
867,0.247934,0.12,0.192771,0.09816,0.053156,0.128472,0.258065,0.130904,0.410853,0.168539,0.405797,0.5,1.0
868,0.256198,0.193333,0.138554,0.136503,0.079734,0.184028,0.368664,0.165221,0.395349,0.11236,0.289855,0.333333,0.0
869,0.256198,0.16,0.156627,0.118098,0.07309,0.107639,0.400922,0.181029,0.410853,0.162921,0.173913,0.5,1.0
870,0.413223,0.173333,0.198795,0.139571,0.04485,0.15625,0.382488,0.182957,0.27907,0.101124,0.318841,0.333333,0.0
871,0.231405,0.16,0.156627,0.06135,0.036545,0.08680599999999998,0.262673,0.093889,0.527132,0.286517,0.652174,0.666667,1.0
872,0.239669,0.24,0.186747,0.019939,0.034884,0.138889,0.225806,0.055716,0.44186,0.224719,0.666667,0.666667,1.0
873,0.272727,0.053333,0.26506,0.029141,0.098007,0.055556,0.057604,0.118951,0.488372,0.179775,0.637681,0.5,1.0
874,0.256198,0.253333,0.120482,0.004601,0.074751,0.013889,0.276498,0.094274,0.294574,0.11236,0.347826,0.5,1.0
875,0.512397,0.406667,0.066265,0.01227,0.124585,0.024306,0.041475,0.167149,0.124031,0.140449,0.246377,0.333333,0.0
876,0.272727,0.046667,0.204819,0.006135,0.039867,0.090278,0.154378,0.050704,0.403101,0.106742,0.608696,0.5,1.0
877,0.330579,0.033333,0.180723,0.018405,0.051495,0.145833,0.398618,0.161751,0.550388,0.106742,0.144928,0.333333,0.0
878,0.247934,0.326667,0.174699,0.02454,0.051495,0.048611,0.163594,0.128976,0.465116,0.292135,0.318841,0.333333,0.0
879,0.214876,0.126667,0.174699,0.050613,0.041528,0.211806,0.308756,0.101407,0.294574,0.207865,0.449275,0.5,1.0
880,0.181818,0.133333,0.313253,0.067485,0.114618,0.100694,0.306452,0.150954,0.294574,0.078652,0.144928,0.5,1.0
881,0.231405,0.24,0.090361,0.023006,0.111296,0.07291699999999998,0.108295,0.165606,0.465116,0.224719,0.188406,0.333333,0.0
882,0.256198,0.09333300000000001,0.168675,0.110429,0.068106,0.145833,0.253456,0.118566,0.387597,0.213483,0.507246,0.833333,1.0
883,0.239669,0.1,0.198795,0.018405,0.04485,0.076389,0.207373,0.103914,0.465116,0.101124,0.405797,0.5,1.0
884,0.214876,0.4,0.156627,0.042945,0.099668,0.083333,0.322581,0.122614,0.356589,0.101124,0.188406,0.333333,0.0
885,0.214876,0.12,0.295181,0.08895699999999998,0.046512,0.125,0.357143,0.159823,0.511628,0.174157,0.246377,0.5,1.0
886,0.256198,0.153333,0.198795,0.185583,0.048173,0.111111,0.253456,0.159823,0.248062,0.241573,0.347826,0.5,1.0
887,0.256198,0.08666699999999998,0.198795,0.018405,0.041528,0.163194,0.299539,0.053788,0.410853,0.106742,0.666667,0.666667,1.0
888,0.157025,0.126667,0.09638600000000001,0.128834,0.07309,0.107639,0.241935,0.147099,0.496124,0.08426999999999998,0.347826,0.5,1.0
889,0.644628,0.263333,0.240964,0.01227,0.136213,0.017361,0.050691,0.19144,0.271318,0.241573,0.294686,0.5,1.0
890,0.305785,0.09333300000000001,0.192771,0.027607,0.059801,0.097222,0.21659,0.08174299999999998,0.27907,0.213483,0.478261,0.666667,1.0
891,0.206612,0.09333300000000001,0.204819,0.067485,0.038206,0.121528,0.200461,0.05803,0.426357,0.078652,0.7971009999999998,0.666667,1.0
892,0.363636,0.1,0.240964,0.009202,0.0299,0.121528,0.264977,0.094274,0.310078,0.08988799999999998,0.391304,0.5,1.0
893,0.264463,0.286667,0.054217,0.023006,0.08803999999999998,0.010417,0.006912,0.168305,0.488372,0.179775,0.362319,0.333333,0.0
894,0.239669,0.233333,0.138554,0.067485,0.245847,0.166667,0.320276,0.14652,0.348837,0.151685,0.202899,0.333333,0.0
895,0.297521,0.246667,0.192771,0.099693,0.05814,0.055556,0.25576,0.175246,0.465116,0.106742,0.347826,0.166667,0.0
896,0.413223,0.266667,0.246988,0.041411,0.137874,0.08680599999999998,0.105991,0.213804,0.457364,0.174157,0.362319,0.5,1.0
897,0.206612,0.12,0.126506,0.052147,0.034884,0.079861,0.274194,0.084635,0.263566,0.067416,0.391304,0.5,1.0
898,0.289256,0.033333,0.186747,0.026074,0.074751,0.07291699999999998,0.225806,0.101986,0.403101,0.393258,0.507246,0.666667,1.0
899,0.396694,0.273333,0.168675,0.019939,0.167774,0.065972,0.299539,0.194525,0.162791,0.97191,0.275362,0.5,1.0
900,0.239669,0.26,0.174699,0.06365,0.041528,0.097222,0.294931,0.066512,0.44186,0.134831,0.724638,0.666667,1.0
901,0.322314,0.233333,0.60241,0.296779,0.038206,0.142361,0.364055,0.198766,0.44186,0.157303,0.57971,0.5,1.0
902,0.31405,0.053333,0.246988,0.019939,0.063123,0.090278,0.334101,0.127048,0.372093,0.174157,0.304348,0.5,1.0
903,0.322314,0.126667,0.295181,0.018405,0.053156,0.076389,0.184332,0.082707,0.341085,0.11236,0.652174,0.5,1.0
904,0.289256,0.18,0.403614,0.118098,0.07309,0.03125,0.21659,0.169462,0.364341,0.157303,0.42029,0.333333,0.0
905,0.297521,0.346667,0.156627,0.102761,0.101329,0.121528,0.264977,0.213804,0.503876,0.151685,0.202899,0.333333,0.0
906,0.413223,0.206667,0.204819,0.081288,0.07641199999999998,0.111111,0.281106,0.107769,0.178295,0.162921,0.550725,0.5,1.0
907,0.140496,0.14,0.180723,0.007668999999999999,0.021595,0.065972,0.239631,0.030461,0.48062,0.08988799999999998,0.695652,0.666667,1.0
908,0.206612,0.1,0.13253,0.048313,0.049834,0.125,0.253456,0.107769,0.395349,0.157303,0.391304,0.5,1.0
909,0.165289,0.126667,0.156627,0.044479,0.10299,0.08680599999999998,0.145161,0.054559,0.294574,0.08988799999999998,0.507246,0.5,1.0
910,0.198347,0.47,0.0,0.023006,0.084718,0.017361,0.016129,0.183729,0.674419,0.219101,0.289855,0.166667,0.0
911,0.322314,0.32,0.048193,0.029141,0.174419,0.045139,0.092166,0.192597,0.403101,0.247191,0.231884,0.5,1.0
912,0.330579,0.106667,0.228916,0.023006,0.08139499999999998,0.045139,0.370968,0.132832,0.379845,0.185393,0.275362,0.333333,0.0
913,0.330579,0.59,0.361446,1.0,0.107973,0.024306,0.354839,1.0,0.51938,0.264045,0.536232,0.5,1.0
914,0.46281,0.22,0.289157,0.06135,0.104651,0.03125,0.032258,0.196453,0.48062,0.320225,0.608696,0.666667,1.0
915,0.247934,0.06,0.192771,0.01227,0.051495,0.118056,0.230415,0.060729,0.341085,0.247191,0.57971,0.333333,0.0
916,0.123967,0.16,0.138554,0.138804,0.028239,0.08680599999999998,0.260369,0.088105,0.356589,0.174157,0.608696,0.5,1.0
917,0.305785,0.293333,0.253012,0.026074,0.129568,0.024306,0.073733,0.194525,0.666667,0.219101,0.362319,0.5,1.0
918,0.8181819999999999,0.223333,0.409639,0.035276,0.126246,0.055556,0.08525299999999998,0.275496,0.263566,0.325843,0.289855,0.5,1.0
919,0.77686,0.2,0.331325,0.032209,0.119601,0.013889,0.023041,0.260073,0.20155,0.179775,0.202899,0.333333,0.0
920,0.247934,0.06,0.10241,0.069018,0.066445,0.08680599999999998,0.175115,0.113553,0.217054,0.08988799999999998,0.26087,0.5,1.0
921,0.280992,0.22,0.180723,0.023006,0.122924,0.118056,0.152074,0.190669,0.55814,0.168539,0.202899,0.333333,0.0
922,0.38843,0.26,0.162651,0.019939,0.08139499999999998,0.059028,0.073733,0.155581,0.341085,0.353933,0.449275,0.5,1.0
923,0.239669,0.033333,0.343373,0.092025,0.078073,0.204861,0.331797,0.161365,0.186047,0.117978,0.202899,0.5,1.0
924,0.363636,0.146667,0.26506,0.180982,0.056478,0.177083,0.341014,0.142857,0.248062,0.061798,0.57971,0.5,1.0
925,0.272727,0.133333,0.114458,0.110429,0.051495,0.163194,0.410138,0.167341,0.341085,0.157303,0.202899,0.333333,0.0
926,0.289256,0.09333300000000001,0.222892,0.210123,0.089701,0.163194,0.426267,0.206092,0.131783,0.08988799999999998,0.144928,0.5,1.0
927,0.280992,0.326667,0.036145,0.015337,0.111296,0.027778,0.048387,0.194525,0.496124,0.269663,0.231884,0.5,1.0
928,0.272727,0.08,0.210843,0.039877,0.041528,0.069444,0.232719,0.09331,0.302326,0.179775,0.449275,0.5,1.0
929,0.53719,0.22,0.253012,0.027607,0.33887,0.017361,0.018433,0.236939,0.364341,0.224719,0.217391,0.5,1.0
930,0.157025,0.053333,0.192771,0.009202,0.04485,0.020833,0.191244,0.077116,0.418605,0.146067,0.434783,0.333333,0.0
931,0.347107,0.213333,0.198795,0.108896,0.041528,0.090278,0.211982,0.123193,0.356589,0.106742,0.608696,0.666667,1.0
932,0.214876,0.106667,0.156627,0.116564,0.074751,0.159722,0.40553,0.159437,0.310078,0.157303,0.217391,0.333333,0.0
933,0.297521,0.14,0.150602,0.04908,0.05814,0.100694,0.248848,0.094274,0.302326,0.101124,0.434783,0.5,1.0
934,0.371901,0.1,0.180723,0.023006,0.066445,0.069444,0.33871,0.157895,0.286822,0.157303,0.231884,0.5,1.0
935,0.214876,0.24,0.26506,0.211656,0.064784,0.097222,0.511521,0.23983,0.418605,0.179775,0.115942,0.666667,1.0
936,0.256198,0.07333299999999998,0.198795,0.015337,0.056478,0.215278,0.329493,0.103914,0.55814,0.168539,0.405797,0.333333,0.0
937,0.231405,0.113333,0.192771,0.076687,0.049834,0.048611,0.142857,0.08714099999999998,0.186047,0.168539,0.449275,0.5,1.0
938,0.214876,0.1,0.210843,0.148773,0.054817,0.184028,0.308756,0.184885,0.395349,0.140449,0.173913,0.333333,0.0
939,0.297521,0.16,0.331325,0.245399,0.078073,0.180556,0.534562,0.28128,0.186047,0.202247,0.101449,0.5,1.0
940,0.31405,0.243333,0.26506,0.21319,0.059801,0.232639,0.474654,0.221515,0.589147,0.078652,0.289855,0.5,1.0
941,0.31405,0.153333,0.295181,0.196319,0.08803999999999998,0.170139,0.426267,0.227299,0.387597,0.174157,0.144928,0.166667,0.0
942,0.280992,0.09333300000000001,0.144578,0.01227,0.053156,0.055556,0.352535,0.093503,0.410853,0.174157,0.463768,0.5,1.0
943,0.289256,0.2,0.126506,0.021472,0.11794,0.020833,0.06682,0.173318,0.472868,0.140449,0.217391,0.333333,0.0
944,0.247934,0.126667,0.168675,0.194785,0.111296,0.170139,0.361751,0.20802,0.24031,0.08988799999999998,0.086957,0.5,1.0
945,0.181818,0.133333,0.144578,0.263804,0.063123,0.142361,0.241935,0.228456,0.294574,0.129213,0.130435,0.5,1.0
946,0.206612,0.033333,0.253012,0.007668999999999999,0.056478,0.215278,0.322581,0.06844,0.317829,0.280899,0.463768,0.666667,1.0
947,0.38843,0.16,0.253012,0.026074,0.109635,0.038194,0.029954,0.139387,0.325581,0.275281,0.550725,0.666667,1.0
948,0.38843,0.113333,0.186747,0.033742,0.038206,0.034722,0.126728,0.092153,0.263566,0.123596,0.507246,0.5,1.0
949,0.297521,0.353333,0.006024,0.021472,0.107973,0.041667,0.073733,0.199923,0.589147,0.241573,0.26087,0.333333,0.0
950,0.280992,0.32,0.156627,0.021472,0.122924,0.041667,0.21659,0.168691,0.418605,0.168539,0.275362,0.333333,0.0
951,0.256198,0.333333,0.120482,0.017638,0.08139499999999998,0.024306,0.036866,0.117794,0.511628,0.151685,0.536232,0.333333,0.0
952,0.31405,0.18,0.283133,0.194785,0.046512,0.142361,0.253456,0.214189,0.248062,0.157303,0.173913,0.333333,0.0
953,0.404959,0.413333,0.144578,0.029141,0.360465,0.013889,0.020737,0.231155,0.465116,0.213483,0.144928,0.5,1.0
954,0.31405,0.08,0.216867,0.019939,0.056478,0.079861,0.241935,0.101407,0.44186,0.179775,0.478261,0.5,1.0
955,0.107438,0.153333,0.180723,0.004601,0.046512,0.09375,0.336406,0.094274,0.635659,0.191011,0.304348,0.5,1.0
956,0.214876,0.053333,0.192771,0.125,0.048173,0.128472,0.258065,0.142279,0.364341,0.106742,0.391304,0.333333,0.0
957,0.322314,0.126667,0.210843,0.07208599999999998,0.034884,0.100694,0.25576,0.094274,0.302326,0.11236,0.608696,0.5,1.0
958,0.239669,0.066667,0.168675,0.147239,0.049834,0.097222,0.251152,0.146135,0.302326,0.129213,0.42029,0.666667,1.0
959,0.264463,0.106667,0.210843,0.013804,0.071429,0.173611,0.281106,0.13476,0.534884,0.207865,0.347826,0.666667,1.0
960,0.206612,0.1,0.198795,0.013804,0.04485,0.048611,0.228111,0.074995,0.465116,0.11236,0.463768,0.5,1.0
961,0.719008,0.346667,0.295181,0.056748,0.151163,0.013889,0.018433,0.267785,0.410853,0.292135,0.565217,0.5,1.0
962,0.338843,0.053333,0.180723,0.064417,0.046512,0.125,0.380184,0.184885,0.581395,0.123596,0.144928,0.166667,0.0
963,0.347107,0.226667,0.10241,0.021472,0.106312,0.017361,0.02765,0.194525,0.44186,0.219101,0.173913,0.5,1.0
964,0.157025,0.11,0.198795,0.007668999999999999,0.066445,0.09375,0.331797,0.107769,0.317829,0.11236,0.188406,0.333333,0.0
965,0.206612,0.193333,0.168675,0.087423,0.041528,0.152778,0.336406,0.096202,0.44186,0.134831,0.521739,0.666667,1.0
966,0.289256,0.133333,0.210843,0.015337,0.074751,0.104167,0.327189,0.090033,0.356589,0.140449,0.391304,0.333333,0.0
967,0.429752,0.333333,0.150602,0.021472,0.157807,0.024306,0.034562,0.203971,0.426357,0.280899,0.231884,0.333333,0.0
968,0.123967,0.12,0.138554,0.069785,0.041528,0.163194,0.354839,0.155967,0.852713,0.162921,0.362319,0.666667,1.0
969,0.214876,0.1,0.210843,0.06135,0.049834,0.145833,0.324885,0.097359,0.356589,0.101124,0.434783,0.666667,1.0
970,0.132231,0.503333,0.048193,0.009202,0.061462,0.041667,0.200461,0.101986,0.658915,0.353933,0.724638,0.666667,1.0
971,0.289256,0.083333,0.186747,0.016871,0.084718,0.114583,0.239631,0.177174,0.775194,0.264045,0.362319,0.5,1.0
972,0.123967,0.13,0.144578,0.104294,0.048173,0.09375,0.248848,0.116059,0.511628,0.162921,0.434783,0.5,1.0
973,0.38843,0.066667,0.180723,0.007668999999999999,0.031561,0.114583,0.205069,0.108155,0.085271,0.078652,0.289855,0.166667,0.0
974,0.31405,0.1,0.385542,0.18865,0.039867,0.184028,0.37788,0.209948,0.217054,0.174157,0.115942,0.333333,0.0
975,0.256198,0.133333,0.180723,0.015337,0.063123,0.15625,0.290323,0.090418,0.488372,0.08988799999999998,0.449275,0.666667,1.0
976,0.239669,0.446667,0.072289,0.021472,0.127907,0.038194,0.170507,0.167534,0.511628,0.168539,0.304348,0.333333,0.0
977,0.371901,0.166667,0.259036,0.131902,0.061462,0.07291699999999998,0.276498,0.213804,0.511628,0.140449,0.188406,0.333333,0.0
978,0.231405,0.353333,0.006024,0.019939,0.11794,0.024306,0.043779,0.199537,0.751938,0.286517,0.362319,0.333333,0.0
979,0.355372,0.106667,0.198795,0.147239,0.064784,0.15625,0.31106,0.194525,0.341085,0.146067,0.333333,0.5,1.0
980,0.214876,0.066667,0.210843,0.006135,0.059801,0.131944,0.235023,0.076923,0.457364,0.073034,0.42029,0.5,1.0
981,0.214876,0.213333,0.114458,0.039877,0.039867,0.09375,0.271889,0.063428,0.387597,0.179775,0.681159,0.666667,1.0
982,0.289256,0.24,0.120482,0.015337,0.066445,0.079861,0.133641,0.123193,0.511628,0.196629,0.536232,0.5,1.0
983,0.264463,0.24,0.144578,0.17638,0.078073,0.232639,0.470046,0.194139,0.255814,0.157303,0.217391,0.333333,0.0
984,0.173554,0.226667,0.216867,0.027607,0.041528,0.0625,0.163594,0.09119,0.410853,0.146067,0.42029,0.333333,0.0
985,0.181818,0.126667,0.168675,0.064417,0.089701,0.104167,0.449309,0.179102,0.751938,0.275281,0.289855,0.333333,0.0
986,0.471074,0.536667,0.162651,0.026074,0.124585,0.104167,0.320276,0.206092,0.403101,0.174157,0.202899,0.333333,0.0
987,0.181818,0.08,0.144578,0.07208599999999998,0.109635,0.166667,0.449309,0.145556,0.379845,0.117978,0.217391,0.333333,0.0
988,0.355372,0.08,0.180723,0.010736,0.04485,0.020833,0.09907800000000001,0.102371,0.209302,0.286517,0.333333,0.333333,0.0
989,0.165289,0.033333,0.13253,0.185583,0.08139499999999998,0.079861,0.407834,0.163678,0.465116,0.11236,0.536232,0.5,1.0
990,0.231405,0.206667,0.23494,0.173313,0.079734,0.173611,0.495392,0.21978,0.418605,0.162921,0.130435,0.5,1.0
991,0.123967,0.346667,0.204819,0.01227,0.036545,0.006944,0.124424,0.027569,0.426357,0.08988799999999998,0.724638,0.5,1.0
992,0.22314,0.09333300000000001,0.150602,0.253067,0.068106,0.149306,0.304147,0.250434,0.449612,0.08426999999999998,0.115942,0.333333,0.0
993,0.173554,0.223333,0.07831299999999998,0.01227,0.051495,0.034722,0.133641,0.09813,0.44186,0.168539,0.362319,0.333333,0.0
994,0.280992,0.08,0.36747,0.239264,0.056478,0.045139,0.223502,0.223443,0.263566,0.078652,0.173913,0.5,1.0
995,0.231405,0.533333,0.024096,0.02454,0.094684,0.038194,0.032258,0.17833,0.627907,0.191011,0.275362,0.333333,0.0
996,0.247934,0.07333299999999998,0.240964,0.141871,0.07641199999999998,0.138889,0.223502,0.15828,0.20155,0.191011,0.362319,0.5,1.0
997,0.14876,0.386667,0.0,0.02454,0.129568,0.006944,0.011521,0.128591,0.7674419999999998,0.230337,0.695652,0.666667,1.0
998,0.14876,0.046667,0.186747,0.07208599999999998,0.048173,0.024306,0.168203,0.100058,0.449612,0.095506,0.362319,0.5,1.0
999,0.272727,0.08666699999999998,0.180723,0.01227,0.046512,0.152778,0.315668,0.117409,0.317829,0.061798,0.275362,0.5,1.0
1000,0.31405,0.113333,0.204819,0.010736,0.078073,0.114583,0.391705,0.139387,0.294574,0.162921,0.217391,0.333333,0.0
1001,0.190083,0.22,0.144578,0.015337,0.066445,0.052083,0.301843,0.113553,0.465116,0.157303,0.347826,0.5,1.0
1002,0.553719,0.286667,0.385542,0.027607,0.162791,0.017361,0.020737,0.196453,0.286822,0.247191,0.550725,0.666667,1.0
1003,0.347107,0.113333,0.162651,0.139571,0.04485,0.048611,0.182028,0.133989,0.209302,0.078652,0.463768,0.5,1.0
1004,0.214876,0.16,0.138554,0.239264,0.07641199999999998,0.121528,0.391705,0.221515,0.418605,0.179775,0.15942,0.333333,0.0
1005,0.256198,0.08,0.180723,0.062883,0.053156,0.135417,0.327189,0.117409,0.341085,0.073034,0.318841,0.5,1.0
1006,0.22314,0.2,0.319277,0.01227,0.22093,0.013889,0.145161,0.105842,0.325581,0.168539,0.304348,0.166667,0.0
1007,0.239669,0.226667,0.162651,0.122699,0.098007,0.079861,0.327189,0.148255,0.341085,0.196629,0.478261,0.5,1.0
1008,0.280992,0.613333,0.0,0.03681,0.154485,0.020833,0.023041,0.168691,0.550388,0.134831,0.289855,0.333333,0.0
1009,0.107438,0.12,0.204819,0.08895699999999998,0.041528,0.08680599999999998,0.214286,0.142279,0.395349,0.106742,0.173913,0.5,1.0
1010,0.198347,0.113333,0.228916,0.111963,0.059801,0.184028,0.465438,0.165992,0.348837,0.134831,0.15942,0.333333,0.0
1011,0.165289,0.033333,0.13253,0.185583,0.08139499999999998,0.079861,0.407834,0.163678,0.465116,0.11236,0.536232,0.5,1.0
1012,0.165289,0.333333,0.0,0.013804,0.018272,0.111111,0.207373,0.039907,0.44186,0.08988799999999998,0.637681,0.5,1.0
1013,0.31405,0.08666699999999998,0.26506,0.019939,0.04485,0.03125,0.260369,0.080779,0.224806,0.269663,0.695652,0.5,1.0
1014,0.206612,0.14,0.240964,0.090491,0.049834,0.145833,0.370968,0.157895,0.333333,0.123596,0.188406,0.5,1.0
1015,0.181818,0.12,0.174699,0.038344,0.053156,0.125,0.317972,0.04492,0.387597,0.095506,0.695652,0.666667,1.0
1016,0.198347,0.066667,0.295181,0.059816,0.063123,0.055556,0.193548,0.092346,0.426357,0.08426999999999998,0.521739,0.5,1.0
1017,0.363636,0.18,0.198795,0.027607,0.111296,0.034722,0.09447,0.171197,0.426357,0.331461,0.434783,0.5,1.0
1018,0.181818,0.113333,0.240964,0.078221,0.071429,0.190972,0.336406,0.132447,0.341085,0.370787,0.362319,0.5,1.0
1019,0.181818,0.373333,0.03012,0.019939,0.094684,0.027778,0.025346,0.15134,0.620155,0.314607,0.376812,0.333333,0.0
1020,0.198347,0.18,0.174699,0.050613,0.053156,0.07291699999999998,0.168203,0.05668,0.294574,0.207865,0.589372,0.5,1.0
1021,0.280992,0.0,0.295181,0.010736,0.068106,0.059028,0.327189,0.142472,0.573643,0.123596,0.318841,0.5,1.0
1022,0.429752,0.153333,0.289157,0.092025,0.056478,0.034722,0.154378,0.128976,0.139535,0.08988799999999998,0.521739,0.333333,0.0
1023,0.322314,0.026667,0.192771,0.01227,0.084718,0.159722,0.331797,0.155967,0.503876,0.11236,0.173913,0.5,1.0
1024,0.330579,0.09333300000000001,0.228916,0.148773,0.083056,0.09375,0.214286,0.184885,0.310078,0.140449,0.289855,0.5,1.0
1025,0.272727,0.153333,0.283133,0.199387,0.078073,0.184028,0.440092,0.206092,0.294574,0.151685,0.188406,0.333333,0.0
1026,0.190083,0.346667,0.048193,0.018405,0.10299,0.045139,0.08986199999999998,0.120494,0.511628,0.179775,0.434783,0.333333,0.0
1027,0.181818,0.153333,0.162651,0.026074,0.054817,0.0625,0.262673,0.046462,0.465116,0.106742,0.681159,0.666667,1.0
1028,0.214876,0.16,0.156627,0.111963,0.068106,0.180556,0.400922,0.15481,0.325581,0.157303,0.231884,0.333333,0.0
1029,0.14876,0.066667,0.349398,0.009969,0.041528,0.097222,0.28341,0.052632,0.612403,0.213483,0.57971,0.666667,1.0
1030,0.363636,0.08,0.295181,0.044479,0.079734,0.045139,0.235023,0.109697,0.364341,0.073034,0.507246,0.5,1.0
1031,0.330579,0.09333300000000001,0.156627,0.128834,0.063123,0.128472,0.290323,0.190669,0.410853,0.174157,0.318841,0.5,1.0
1032,0.272727,0.033333,0.240964,0.009202,0.063123,0.184028,0.294931,0.117409,0.449612,0.421348,0.26087,0.666667,1.0
1033,0.214876,0.106667,0.174699,0.006135,0.048173,0.059028,0.267281,0.067284,0.449612,0.11236,0.507246,0.333333,0.0
1034,0.644628,0.1,0.343373,0.018405,0.107973,0.006944,0.004608,0.211876,0.325581,0.269663,0.275362,0.5,1.0
1035,0.231405,0.106667,0.180723,0.16411,0.028239,0.034722,0.163594,0.129169,0.317829,0.185393,0.695652,0.666667,1.0
1036,0.272727,0.1,0.23494,0.20092,0.08139499999999998,0.08680599999999998,0.382488,0.201272,0.139535,0.134831,0.144928,0.5,1.0
1037,0.256198,0.16,0.156627,0.026074,0.034884,0.034722,0.223502,0.07615199999999998,0.263566,0.11236,0.449275,0.5,1.0
1038,0.330579,0.126667,0.204819,0.015337,0.061462,0.090278,0.341014,0.107769,0.255814,0.129213,0.362319,0.5,1.0
1039,0.214876,0.07333299999999998,0.253012,0.035276,0.038206,0.107639,0.177419,0.071139,0.449612,0.106742,0.536232,0.5,1.0
1040,0.347107,0.066667,0.222892,0.004601,0.066445,0.121528,0.237327,0.057066,0.131783,0.123596,0.681159,0.5,1.0
